약품명,업체명,규격,전문일반구분,특수관리약품구분,ATC코드,품목기준코드,운전위험등급,매칭성분,약물분류
동광염산날부핀주20밀리그람,동광제약(주),20밀리그램,전문의약품,향정신성의약품,,200109946.0,운전금지,향정신성의약품,향정신성의약품
동광주사용치오펜탈엠주사500밀리그람(주사용치오펜탈나트륨),동광제약(주),500밀리그램,전문의약품,향정신성의약품,,197700527.0,운전금지,향정신성의약품,향정신성의약품
동광프로포폴주,동광제약(주),20밀리리터,전문의약품,해당사항없음,N01AX10,199800096.0,운전금지,프로포폴,마취제
동구트라마돌염산염주100mg(수출용),(주)동구바이오제약,100밀리그램,전문의약품,해당사항없음,N02AX02,201308661.0,운전금지,트라마돌,마약성진통제
동아염산모르핀주사액,동아에스티(주),1밀리리터,전문의약품,마약,,196900128.0,운전금지,마약,마약
동아염산페치딘정50밀리그람,동아에스티(주),50밀리그램,전문의약품,마약,,197700519.0,운전금지,마약,마약
동아염산페치딘주사액,동아에스티(주),50밀리그램,전문의약품,마약,,197000210.0,운전금지,마약,마약
동아인산코데인,동아에스티(주),없음,,마약,R05DA04,196900127.0,운전금지,마약,마약
동아인산코데인정30밀리그람,동아에스티(주),30밀리그램,전문의약품,마약,,197600719.0,운전금지,마약,마약
동아트랑센주20밀리그람(클로라제핀산칼륨),동아에스티(주),20밀리그램,전문의약품,향정신성의약품,,198501800.0,운전금지,향정신성의약품,향정신성의약품
동아트랑센주50밀리그람(클로라제핀산칼륨),동아에스티(주),50밀리그램,전문의약품,향정신성의약품,,198501801.0,운전금지,향정신성의약품,향정신성의약품
동아트랑센캅셀10밀리그람(클로라제핀산칼륨),동아에스티(주),10밀리그램,전문의약품,향정신성의약품,N05BA05,198000627.0,운전금지,향정신성의약품,향정신성의약품
동아트랑센캅셀5밀리그람(클로라제핀산칼륨),동아에스티(주),5밀리그램,전문의약품,향정신성의약품,N05BA05,198000626.0,운전금지,향정신성의약품,향정신성의약품
동아트랑센캡슐10밀리그램(클로라제핀산칼륨),동아에스티(주),10밀리그램,전문의약품,향정신성의약품,N05BA05,198000627.0,운전금지,향정신성의약품,향정신성의약품
동우염산히드록시진정,오스틴제약(주),10밀리그램,전문의약품,해당사항없음,N05BB01,197800341.0,운전금지,히드록시진,항히스타민제(1세대)
두드리진시럽(히드록시진염산염),삼아제약(주),없음,전문의약품,해당사항없음,N05BB01,201607375.0,운전금지,히드록시진,항히스타민제(1세대)
듀로제식25㎍/h(Fentany1TTS),(주)한국얀센,25마이크로그램,전문의약품,마약,,199403319.0,운전금지,마약,마약
듀로제식50㎍/h(Fentany1TTS),(주)한국얀센,50마이크로그램,전문의약품,마약,,199403318.0,운전금지,마약,마약
듀로제식디트랜스패취100μg/h(펜타닐),(주)한국얀센,16.8밀리그램,전문의약품,마약,N02AB03,200801304.0,운전금지,마약,마약
듀로제식디트랜스패취12㎍/h(펜타닐),(주)한국얀센,2.1밀리그램,전문의약품,마약,N02AB03,200512180.0,운전금지,마약,마약
듀로제식디트랜스패취25㎍/h(펜타닐),(주)한국얀센,4.2밀리그램,전문의약품,마약,N02AB03,200410873.0,운전금지,마약,마약
듀로제식디트랜스패취50㎍/h(펜타닐),(주)한국얀센,8.4밀리그램,전문의약품,마약,N02AB03,200410874.0,운전금지,마약,마약
듀로제식디트랜스패취75μg/h(펜타닐),(주)한국얀센,12.6밀리그램,전문의약품,마약,N02AB03,200801306.0,운전금지,마약,마약
듀페닐패취100μg/h(펜타닐),대화제약(주),16.8밀리그램,전문의약품,마약,N02AB03,201405498.0,운전금지,마약,마약
듀페닐패취12μg/h(펜타닐),대화제약(주),2.1밀리그램,전문의약품,마약,N02AB03,201405500.0,운전금지,마약,마약
듀페닐패취25μg/h(펜타닐),대화제약(주),4.2밀리그램,전문의약품,마약,N02AB03,201405497.0,운전금지,마약,마약
듀페닐패취50μg/h(펜타닐),대화제약(주),8.4밀리그램,전문의약품,마약,N02AB03,201405499.0,운전금지,마약,마약
디·에이치·씨컨티너스서방정,일양약품(주),60밀리그램,전문의약품,마약,,200210696.0,운전금지,마약,마약
디데인서방정(디히드로코데인타르타르산염),(주)비씨월드제약,60밀리그램,전문의약품,마약,N02AA08,199806855.0,운전금지,마약,마약
디아진주(디아제팜)(동물용),대한뉴팜(주),없음,전문의약품,향정신성의약품,N05BA01,200604156.0,운전금지,향정신성의약품,향정신성의약품
디에칠정(디에틸프로피온염산염),(주)인트로바이오파마,25밀리그램,전문의약품,향정신성의약품,A08AA03,202006161.0,운전금지,향정신성의약품,향정신성의약품
디에타민정(수출명:DIETOP)(염산펜터민),(주)대웅제약,37.5밀리그램,전문의약품,향정신성의약품,A08AA01,200610885.0,운전금지,향정신성의약품,향정신성의약품
디에타민정(펜터민염산염),(주)대웅제약,37.5밀리그램,전문의약품,향정신성의약품,A08AA01,200512148.0,운전금지,향정신성의약품,향정신성의약품
디에트정(펜디메트라진타르타르산염),(주)비보존제약,35밀리그램,전문의약품,향정신성의약품,A08AA,200604158.0,운전금지,향정신성의약품,향정신성의약품
디엘프리정(염산디에칠프로피온),제이더블유신약(주),25밀리그램,전문의약품,향정신성의약품,A08AA03,200611552.0,운전금지,향정신성의약품,향정신성의약품
디코데서방정(디히드로코데인타르타르산염),하나제약(주),60밀리그램,전문의약품,마약,N02AA08,199704622.0,운전금지,마약,마약
디펠정100밀리그람,대원제약(주),100밀리그램,전문의약품,향정신성의약품,N03AB52,197700524.0,운전금지,향정신성의약품,향정신성의약품
디프리반주(프로포폴),한국아스트라제네카(주),20밀리리터,전문의약품,해당사항없음,N01AX10,199907045.0,운전금지,프로포폴,마취제
디프리반피에프에스주(프로포폴),한국아스트라제네카(주),50밀리리터,전문의약품,해당사항없음,N01AX10,199907061.0,운전금지,프로포폴,마취제
디피온정(디에틸프로피온염산염),(주)바이넥스,25밀리그램,전문의약품,향정신성의약품,A08AA03,200410825.0,운전금지,향정신성의약품,향정신성의약품
딜리드정2밀리그램(히드로모르폰염산염),하나제약(주),2밀리그램,전문의약품,마약,N02AA03,200210689.0,운전금지,마약,마약
딜리드정4밀리그램(히드로모르폰염산염),하나제약(주),4밀리그램,전문의약품,마약,N02AA03,200210690.0,운전금지,마약,마약
딜리드정8밀리그램(히드로모르폰염산염),하나제약(주),없음,전문의약품,마약,N02AA03,200210691.0,운전금지,마약,마약
딜리드주10밀리그램(히드로모르폰염산염),하나제약(주),없음,전문의약품,마약,N02AA03,200308474.0,운전금지,마약,마약
딜리드주1밀리그람(히드로모르폰염산염),하나제약(주),1밀리리터,전문의약품,마약,N02AA03,200210692.0,운전금지,마약,마약
딜리드주2밀리그람(히드로모르폰염산염),하나제약(주),1밀리리터,전문의약품,마약,N02AA03,200308472.0,운전금지,마약,마약
딜리드주4밀리그람(히드로모르폰염산염),하나제약(주),없음,전문의약품,마약,N02AA03,200308473.0,운전금지,마약,마약
라마도서방정(트라마돌염산염),한미약품(주),100밀리그램,전문의약품,해당사항없음,N02AX02,200806886.0,운전금지,트라마돌,마약성진통제
라마돌주사(트라마돌염산염)(수출용),삼진제약(주),50밀리그램,전문의약품,해당사항없음,N02AX02,199901493.0,운전금지,트라마돌,마약성진통제
라이트진정(펜디메트라진타르타르산염),(주)한국비엠아이,35밀리그램,전문의약품,향정신성의약품,A08AA,200604159.0,운전금지,향정신성의약품,향정신성의약품
라이트진정(펜디메트라진타르타르산염),동국제약(주),35밀리그램,전문의약품,향정신성의약품,A08AA,200604159.0,운전금지,향정신성의약품,향정신성의약품
라제반정0.5밀리그람(로라제팜),명문제약(주),0.5밀리그램,전문의약품,향정신성의약품,,199403302.0,운전금지,향정신성의약품,향정신성의약품
라제반정1밀리그람(로라제팜),명문제약(주),1밀리그램,전문의약품,향정신성의약품,,199403303.0,운전금지,향정신성의약품,향정신성의약품
라제반정2밀리그람(로라제팜),명문제약(주),2밀리그램,전문의약품,향정신성의약품,,199403301.0,운전금지,향정신성의약품,향정신성의약품
라제팜정(플루니트라제팜),환인제약(주),1밀리그램,전문의약품,향정신성의약품,N05CD03,198301310.0,운전금지,향정신성의약품,향정신성의약품
라트롤주(트라마돌염산염)(수출명:UnionTramadolInj.AMADOLINJ.TramadexInj.),한국유니온제약(주),2밀리리터,전문의약품,해당사항없음,N02AX02,200201275.0,운전금지,트라마돌,마약성진통제
라트롤캡슐(염산트라마돌)(수출용),한국유니온제약(주),50밀리그램,전문의약품,해당사항없음,N02AX02,200501507.0,운전금지,트라마돌,마약성진통제
라트롤캡슐(염산트라마돌)(수출용)(수출명:AmadolCap.),한국유니온제약(주),50밀리그램,전문의약품,해당사항없음,N02AX02,200501507.0,운전금지,트라마돌,마약성진통제
란투스주바이알(인슐린글라진유전자재조합),(주)사노피-아벤티스코리아,10밀리리터,전문의약품,생물학적제제등(생물학적제제 제외),A10AE04,200109054.0,운전금지,인슐린,당뇨병치료제
란투스주솔로스타(인슐린글라진유전자재조합),(주)사노피-아벤티스코리아,3밀리리터,전문의약품,생물학적제제등(생물학적제제 제외),A10AE04,200410194.0,운전금지,인슐린,당뇨병치료제
란투스주카트리지시스템(옵티클릭용)(인슐린글라진유전자재조합),(주)사노피-아벤티스코리아,3밀리리터,전문의약품,생물학적제제등(생물학적제제 제외),A10AE04,200511130.0,운전금지,인슐린,당뇨병치료제
레노씬정(디에틸프로피온염산염),명문제약(주),25밀리그램,전문의약품,향정신성의약품,A08AA03,200604143.0,운전금지,향정신성의약품,향정신성의약품
레놀판주사(염산부프레노르핀)(수출명:코르제식주(염산부프레노르핀),한림제약(주),1밀리리터,전문의약품,향정신성의약품,N02AE01,199002736.0,운전금지,향정신성의약품,향정신성의약품
레디펜정(펜터민염산염),명문제약(주),37.5밀리그램,전문의약품,향정신성의약품,A08AA01,200512154.0,운전금지,향정신성의약품,향정신성의약품
레미바주1밀리그램(레미펜타닐염산염),하나제약(주),1.1밀리그램,전문의약품,마약,N01AH06,201404510.0,운전금지,마약,마약
레미바주2밀리그램(레미펜타닐염산염),하나제약(주),2.21밀리그램,전문의약품,마약,N01AH06,201404509.0,운전금지,마약,마약
레미바주5밀리그램(레미펜타닐염산염),하나제약(주),5.53밀리그램,전문의약품,마약,N01AH06,201404511.0,운전금지,마약,마약
"레바셋세미정(트라마돌염산염,아세트아미노펜)",(주)바스칸바이오제약,162.5밀리그램,전문의약품,해당사항없음,N02AJ13,200805143.0,운전금지,트라마돌,마약성진통제
"레바셋정(트라마돌염산염,아세트아미노펜)",(주)바스칸바이오제약,325밀리그램,전문의약품,해당사항없음,N02AJ13,200805144.0,운전금지,트라마돌,마약성진통제
레스타스정(플루토프라제팜),삼아제약(주),2밀리그램,전문의약품,향정신성의약품,,199304453.0,운전금지,향정신성의약품,향정신성의약품
레스피렌시럽&nbsp;5밀리그람/밀리리터(지페프롤염산염),아주약품 주식회사,없음,전문의약품,향정신성의약품,R05DB15,200410864.0,운전금지,향정신성의약품,향정신성의약품
